98,O1,0.763
112,O2,0.75
133.5,T4,0.72
157.5,Fp2,0.728
216.5,Fp2,0.772
244,Fp1,0.728
273.5,Fp1,0.744
279,Fp1,0.729
287,Fp1,0.734
295,Fp1,0.795
345.5,T5,0.753
384.5,Fp1,0.752
395.5,Fp1,0.751
457,Fp1,0.739
562.5,Fp1,0.777
836.5,Pz,0.727
837.5,A2,0.777
841.5,F7,0.706
1101,Fp2,0.783
1169.5,O2,0.743
1404.5,O2,0.781
1405,O2,0.799
1406,O2,0.758
1577,T4,0.704
1594.5,O2,0.782
1602,O2,0.724
1611.5,T4,0.762
1736.5,O2,0.758
1801.5,T3,0.734
1842,A2,0.76
1877,A2,0.753
1897,A1,0.74
1897.5,Fp2,0.73
2010,T5,0.75
2159,A1,0.753
2199.5,T6,0.782
2214.5,Fp1,0.771
2316.5,T3,0.715
2355,Pz,0.787
2387,Fp1,0.769
2416,A1,0.749
2422,P4,0.746
2477,Fp2,0.761
2722.5,T4,0.713
2783,Fp2,0.738
2815.5,A1,0.74
2832.5,C3,0.724
2983,Fp2,0.797
3006,Fp1,0.751
3030.5,T5,0.792
3045,Fp2,0.738
3067.5,Fp1,0.714
3087,Fp1,0.773
3124.5,Fp1,0.735
3125.5,Fp1,0.716
3130,Fp2,0.755
3202.5,F7,0.702
3213.5,Fp2,0.741
3249.5,T4,0.775
3426,T4,0.722
3426.5,O1,0.756
3427,T5,0.759
3429.5,T3,0.73
3634.5,Pz,0.732
3635,A1,0.774
3641.5,T4,0.78
3661,Fp2,0.774
3672.5,O1,0.731
3680.5,T5,0.742
3747.5,O1,0.787
3748,C4,0.727
3748.5,C4,0.782
3825,Fp1,0.712
3826,Fp2,0.711
3829.5,Fp2,0.711
3912,A1,0.77
3926.5,F7,0.794
3944,Fp2,0.71
3960.5,F8,0.746
3968,Fp2,0.721
3973.5,Fp2,0.716
3986.5,F4,0.761
4000.5,T3,0.702
4036,A1,0.771
4054,A1,0.716
4068,T4,0.786
4075,T6,0.703
4077.5,A1,0.726
4082,Fp1,0.735
4115.5,A1,0.765
4169.5,T5,0.708
